PARCELID,TaxYear,PropertyID,Assessment,PropType,CountyName,OwnerName,TotalAcres,OwnerAddre,OwnerAdd_1,OwnerAdd_2,OwnerCity,OwnerState,OwnerZipCo,DbaName,CareOfTaxp,normalized_owner_name,normalized_owner_address,match_reason,confidence
0111980410105MINE,2026,854021,0001278200,Mining Claim,Silver Bow,MOUNTAIN LION LLC,17.17,101 INTERNATIONAL DR,,,MISSOULA,MT,59808-1549,,,MOUNTAIN LION LLC,101 INTERNATIONAL DR MISSOULA MT 59808 1549,normalized mailing address matches Washington Companies HQ,address_candidate
04220005303010000,2026,353958,0003104001,Vacant Land,Missoula,INLAND PROPERTIES INC,15.18,PO BOX 16630,,,MISSOULA,MT,59808-6630,,,INLAND PROPERTIES INC,PO BOX 16630 MISSOULA MT 59808 6630,normalized mailing address matches Washington Companies HQ,address_candidate
04220017214010000,2026,375023,0006007415,Improved Property,Missoula,GATEWAY LIMITED PARTNERSHIP,12.23,101 INTERNATIONAL DR,ATTN: JOHNNA EISENMANN,,MISSOULA,MT,59808-1549,,,GATEWAY LP,101 INTERNATIONAL DR ATTN JOHNNA EISENMANN MISSOULA MT 59808 1549,normalized mailing address matches Washington Companies HQ,address_candidate
51119911301200000,2026,1107040,0000001010,Mining Claim,Jefferson,MOUNTAIN LION LLC,12.0,PO BOX 16630,,,MISSOULA,MT,59808-6630,,,MOUNTAIN LION LLC,PO BOX 16630 MISSOULA MT 59808 6630,normalized mailing address matches Washington Companies HQ,address_candidate
02267126302010000,2026,142730,0004982900,Vacant Land,Cascade,MOUNTAIN LION LLC,12.0,PO BOX 16630,,,MISSOULA,MT,59808-6630,,,MOUNTAIN LION LLC,PO BOX 16630 MISSOULA MT 59808 6630,normalized mailing address matches Washington Companies HQ,address_candidate
04220007103130000,2026,370157,0005844984,Improved Property,Missoula,WC REAL PROPERTY HOLDINGS LLC,10.92,MAIL TO: WASHINGTON COMPANY,PO BOX 16630,,MISSOULA,MT,59808-6630,,,WC REAL PROPERTY HOLDINGS LLC,MAIL TO WASHINGTON COMPANY PO BOX 16630 MISSOULA MT 59808 6630,normalized mailing address matches Washington Companies HQ,address_candidate
04220017211110000,2026,373481,0005917700,Improved Property,Missoula,GATEWAY LIMITED PARTNERSHIP,10.57,101 INTERNATIONAL DR,ATTN: JOHNNA EISENMANN,,MISSOULA,MT,59808-1549,,,GATEWAY LP,101 INTERNATIONAL DR ATTN JOHNNA EISENMANN MISSOULA MT 59808 1549,normalized mailing address matches Washington Companies HQ,address_candidate
51119911201100000,2026,1107039,0000001010,Mining Claim,Jefferson,MOUNTAIN LION LLC,10.0,PO BOX 16630,,,MISSOULA,MT,59808-6630,,,MOUNTAIN LION LLC,PO BOX 16630 MISSOULA MT 59808 6630,normalized mailing address matches Washington Companies HQ,address_candidate
25078212303010000,2026,929423,0012300200,Mining Claim,Madison,MOUNTAIN LION LLC,9.79,PO BOX 16630,,,MISSOULA,MT,59808-6630,,,MOUNTAIN LION LLC,PO BOX 16630 MISSOULA MT 59808 6630,normalized mailing address matches Washington Companies HQ,address_candidate
01129030101050000,2026,869405,0000477450,Improved Property,Silver Bow,MOUNTAIN LION LLC,8.33,101 INTERNATIONAL DR,,,MISSOULA,MT,59808-1549,,,MOUNTAIN LION LLC,101 INTERNATIONAL DR MISSOULA MT 59808 1549,normalized mailing address matches Washington Companies HQ,address_candidate
04220006101100000,2026,368955,0005831983,Vacant Land,Missoula,RELP,7.79,101 INTERNATIONAL DR,ATTN: JOHNNA EISENMANN,,MISSOULA,MT,59808-1549,,,RELP,101 INTERNATIONAL DR ATTN JOHNNA EISENMANN MISSOULA MT 59808 1549,normalized mailing address matches Washington Companies HQ,address_candidate
25078213101010000,2026,929427,0012300500,Mining Claim,Madison,MOUNTAIN LION LLC,7.65,PO BOX 16630,,,MISSOULA,MT,59808-6630,,,MOUNTAIN LION LLC,PO BOX 16630 MISSOULA MT 59808 6630,normalized mailing address matches Washington Companies HQ,address_candidate
04220006101090000,2026,371260,0005857456,Vacant Land,Missoula,RELP,7.29,101 INTERNATIONAL DR,ATTN: JOHNNA EISENMANN,,MISSOULA,MT,59808-1549,,,RELP,101 INTERNATIONAL DR ATTN JOHNNA EISENMANN MISSOULA MT 59808 1549,normalized mailing address matches Washington Companies HQ,address_candidate
04220011305160000,2026,353849,0003092703,Vacant Land,Missoula,OLD POND HOLDINGS LLC,6.06,101 INTERNATIONAL DR,,,MISSOULA,MT,59808-1549,,,OLD POND HOLDINGS LLC,101 INTERNATIONAL DR MISSOULA MT 59808 1549,normalized mailing address matches Washington Companies HQ,address_candidate
04220029465080000,2026,351840,0002393502,Improved Property,Missoula,MOUNTAIN LION LLC,5.464,101 INTERNATIONAL DR,ATTN: JOHNNA EISENMANN,,MISSOULA,MT,59808-1549,,,MOUNTAIN LION LLC,101 INTERNATIONAL DR ATTN JOHNNA EISENMANN MISSOULA MT 59808 1549,normalized mailing address matches Washington Companies HQ,address_candidate
10062328303040000,2026,34194,0002706700,Vacant Land,Carbon,MOUNTAIN LION LLC,5.0,PO BOX 16630,,,MISSOULA,MT,59808-6630,,,MOUNTAIN LION LLC,PO BOX 16630 MISSOULA MT 59808 6630,normalized mailing address matches Washington Companies HQ,address_candidate
04220018104200000,2026,358365,0003557602,Improved Property,Missoula,GATEWAY LIMITED PARTNERSHIP,4.72,101 INTERNATIONAL DR,ATTN: JOHNNA EISENMANN,,MISSOULA,MT,59808-1549,,,GATEWAY LP,101 INTERNATIONAL DR ATTN JOHNNA EISENMANN MISSOULA MT 59808 1549,normalized mailing address matches Washington Companies HQ,address_candidate
04220007103060000,2026,370162,0005845053,Vacant Land,Missoula,WC REAL PROPERTY HOLDINGS LLC,4.5,MAIL TO: WASHINGTON COMPANY,PO BOX 16630,,MISSOULA,MT,59808-6630,,,WC REAL PROPERTY HOLDINGS LLC,MAIL TO WASHINGTON COMPANY PO BOX 16630 MISSOULA MT 59808 6630,normalized mailing address matches Washington Companies HQ,address_candidate
04220007103100000,2026,370158,0005845011,Improved Property,Missoula,WC REAL PROPERTY HOLDINGS LLC,3.65,MAIL TO: WASHINGTON COMPANY,PO BOX 16630,,MISSOULA,MT,59808-6630,,,WC REAL PROPERTY HOLDINGS LLC,MAIL TO WASHINGTON COMPANY PO BOX 16630 MISSOULA MT 59808 6630,normalized mailing address matches Washington Companies HQ,address_candidate
04220017211180000,2026,354374,0003146601,Vacant Land,Missoula,GATEWAY LIMITED PARTNERSHIP,3.28,101 INTERNATIONAL DR,ATTN: JOHNNA EISENMANN,,MISSOULA,MT,59808-1549,,,GATEWAY LP,101 INTERNATIONAL DR ATTN JOHNNA EISENMANN MISSOULA MT 59808 1549,normalized mailing address matches Washington Companies HQ,address_candidate
46137413203470000,2026,1337153,0001454482,Vacant Land,Granite,MOUNTAIN LION LLC,2.73,PO BOX 16630,,,MISSOULA,MT,59808-6630,,,MOUNTAIN LION LLC,PO BOX 16630 MISSOULA MT 59808 6630,normalized mailing address matches Washington Companies HQ,address_candidate
46137413203480000,2026,1337154,0001454482,Vacant Land,Granite,MOUNTAIN LION LLC,2.72,PO BOX 16630,,,MISSOULA,MT,59808-6630,,,MOUNTAIN LION LLC,PO BOX 16630 MISSOULA MT 59808 6630,normalized mailing address matches Washington Companies HQ,address_candidate
04220007103090000,2026,370159,0005845024,Improved Property,Missoula,WC REAL PROPERTY HOLDINGS LLC,2.72,MAIL TO: WASHINGTON COMPANY,PO BOX 16630,,MISSOULA,MT,59808-6630,,,WC REAL PROPERTY HOLDINGS LLC,MAIL TO WASHINGTON COMPANY PO BOX 16630 MISSOULA MT 59808 6630,normalized mailing address matches Washington Companies HQ,address_candidate
04220017211190000,2026,354375,0003146707,Improved Property,Missoula,GATEWAY LIMITED PARTNERSHIP,2.69,101 INTERNATIONAL DR,ATTN: JOHNNA EISENMANN,,MISSOULA,MT,59808-1549,,,GATEWAY LP,101 INTERNATIONAL DR ATTN JOHNNA EISENMANN MISSOULA MT 59808 1549,normalized mailing address matches Washington Companies HQ,address_candidate
46137413203460000,2026,1337152,0001454482,Vacant Land,Granite,MOUNTAIN LION LLC,2.66,PO BOX 16630,,,MISSOULA,MT,59808-6630,,,MOUNTAIN LION LLC,PO BOX 16630 MISSOULA MT 59808 6630,normalized mailing address matches Washington Companies HQ,address_candidate
46137413203490000,2026,1337155,0001454482,Vacant Land,Granite,MOUNTAIN LION LLC,2.64,PO BOX 16630,,,MISSOULA,MT,59808-6630,,,MOUNTAIN LION LLC,PO BOX 16630 MISSOULA MT 59808 6630,normalized mailing address matches Washington Companies HQ,address_candidate
46137413203440000,2026,1337149,0001454482,Vacant Land,Granite,MOUNTAIN LION LLC,2.61,PO BOX 16630,,,MISSOULA,MT,59808-6630,,,MOUNTAIN LION LLC,PO BOX 16630 MISSOULA MT 59808 6630,normalized mailing address matches Washington Companies HQ,address_candidate
46137413203450000,2026,1337150,0001454482,Vacant Land,Granite,MOUNTAIN LION LLC,2.4,PO BOX 16630,,,MISSOULA,MT,59808-6630,,,MOUNTAIN LION LLC,PO BOX 16630 MISSOULA MT 59808 6630,normalized mailing address matches Washington Companies HQ,address_candidate
04197523401030000,2026,356166,0003331502,Vacant Land,Missoula,MOUNTAIN LION LLC,2.312,101 INTERNATIONAL DR,ATTN: JOHNNA EISENMANN,,MISSOULA,MT,59808-1549,,,MOUNTAIN LION LLC,101 INTERNATIONAL DR ATTN JOHNNA EISENMANN MISSOULA MT 59808 1549,normalized mailing address matches Washington Companies HQ,address_candidate
04220007103150000,2026,371677,0005861693,Vacant Land,Missoula,WC REAL PROPERTY HOLDINGS LLC,2.29,MAIL TO: WASHINGTON COMPANY,PO BOX 16630,,MISSOULA,MT,59808-6630,,,WC REAL PROPERTY HOLDINGS LLC,MAIL TO WASHINGTON COMPANY PO BOX 16630 MISSOULA MT 59808 6630,normalized mailing address matches Washington Companies HQ,address_candidate
04220018104070000,2026,361910,0003933204,Improved Property,Missoula,GATEWAY LIMITED PARTNERSHIP,2.26,101 INTERNATIONAL DR,ATTN: JOHNNA EISENMANN,,MISSOULA,MT,59808-1549,,,GATEWAY LP,101 INTERNATIONAL DR ATTN JOHNNA EISENMANN MISSOULA MT 59808 1549,normalized mailing address matches Washington Companies HQ,address_candidate
04220018104080000,2026,374545,0006003177,Improved Property,Missoula,GATEWAY LIMITED PARTNERSHIP,1.88,101 INTERNATIONAL DR,ATTN: JOHNNA EISENMANN,,MISSOULA,MT,59808-1549,,,GATEWAY LP,101 INTERNATIONAL DR ATTN JOHNNA EISENMANN MISSOULA MT 59808 1549,normalized mailing address matches Washington Companies HQ,address_candidate
04220007103080000,2026,370160,0005845037,Improved Property,Missoula,WC REAL PROPERTY HOLDINGS LLC,1.27,MAIL TO: WASHINGTON COMPANY,PO BOX 16630,,MISSOULA,MT,59808-6630,,,WC REAL PROPERTY HOLDINGS LLC,MAIL TO WASHINGTON COMPANY PO BOX 16630 MISSOULA MT 59808 6630,normalized mailing address matches Washington Companies HQ,address_candidate
04220007103070000,2026,370161,0005845040,Improved Property,Missoula,WC REAL PROPERTY HOLDINGS LLC,1.27,MAIL TO: WASHINGTON COMPANY,PO BOX 16630,,MISSOULA,MT,59808-6630,,,WC REAL PROPERTY HOLDINGS LLC,MAIL TO WASHINGTON COMPANY PO BOX 16630 MISSOULA MT 59808 6630,normalized mailing address matches Washington Companies HQ,address_candidate
04220011306080000,2026,334046,0000716006,Improved Property,Missoula,OLD POND HOLDINGS LLC,1.056,101 INTERNATIONAL DR,,,MISSOULA,MT,59808-1549,,,OLD POND HOLDINGS LLC,101 INTERNATIONAL DR MISSOULA MT 59808 1549,normalized mailing address matches Washington Companies HQ,address_candidate
04220011306090000,2026,342660,0001520903,Improved Property,Missoula,OLD POND HOLDINGS LLC,1.056,101 INTERNATIONAL DR,,,MISSOULA,MT,59808-1549,,,OLD POND HOLDINGS LLC,101 INTERNATIONAL DR MISSOULA MT 59808 1549,normalized mailing address matches Washington Companies HQ,address_candidate
04220011306100000,2026,342662,0001521001,Improved Property,Missoula,OLD POND HOLDINGS LLC,1.01,101 INTERNATIONAL DR,,,MISSOULA,MT,59808-1549,,,OLD POND HOLDINGS LLC,101 INTERNATIONAL DR MISSOULA MT 59808 1549,normalized mailing address matches Washington Companies HQ,address_candidate
0111980529909MINE,2026,871546,0000046600,Industrial Property,Silver Bow,MONTANA RESOURCES LLC,925.53,600 SHIELDS AVE,,,BUTTE,MT,59701-2705,,,MONTANA RESOURCES LLC,600 SHIELDS AVE BUTTE MT 59701 2705,exact normalized owner-name match to confirmed registry; broad keyword in OwnerName: MONTANA RESOURCES; exact normalized address shared with a confirmed entity,confirmed
0112903129909MINE,2026,853632,0000093900,Industrial Property,Silver Bow,MONTANA RESOURCES LLC,643.61,600 SHIELDS AVE,,,BUTTE,MT,59701-2705,,,MONTANA RESOURCES LLC,600 SHIELDS AVE BUTTE MT 59701 2705,exact normalized owner-name match to confirmed registry; broad keyword in OwnerName: MONTANA RESOURCES; exact normalized address shared with a confirmed entity,confirmed
0111981629909MINE,2026,851616,0000076400,Industrial Property,Silver Bow,MONTANA RESOURCES LLC,585.54,600 SHIELDS AVE,,,BUTTE,MT,59701-2705,,,MONTANA RESOURCES LLC,600 SHIELDS AVE BUTTE MT 59701 2705,exact normalized owner-name match to confirmed registry; broad keyword in OwnerName: MONTANA RESOURCES; exact normalized address shared with a confirmed entity,confirmed
0112903229909MINE,2026,853647,0000094000,Industrial Property,Silver Bow,MONTANA RESOURCES LLC,511.25,600 SHIELDS AVE,,,BUTTE,MT,59701-2705,,,MONTANA RESOURCES LLC,600 SHIELDS AVE BUTTE MT 59701 2705,exact normalized owner-name match to confirmed registry; broad keyword in OwnerName: MONTANA RESOURCES; exact normalized address shared with a confirmed entity,confirmed
0111980829909MINE,2026,853754,0000095500,Industrial Property,Silver Bow,MONTANA RESOURCES LLC,405.2,600 SHIELDS AVE,,,BUTTE,MT,59701-2705,,,MONTANA RESOURCES LLC,600 SHIELDS AVE BUTTE MT 59701 2705,exact normalized owner-name match to confirmed registry; broad keyword in OwnerName: MONTANA RESOURCES; exact normalized address shared with a confirmed entity,confirmed
0111982129909MINE,2026,851700,0000076800,Industrial Property,Silver Bow,MONTANA RESOURCES LLC,403.85,600 SHIELDS AVE,,,BUTTE,MT,59701-2705,,,MONTANA RESOURCES LLC,600 SHIELDS AVE BUTTE MT 59701 2705,exact normalized owner-name match to confirmed registry; broad keyword in OwnerName: MONTANA RESOURCES; exact normalized address shared with a confirmed entity,confirmed
0111980629909MINE,2026,871557,0000046700,Industrial Property,Silver Bow,MONTANA RESOURCES LLC,359.85,600 SHIELDS AVE,,,BUTTE,MT,59701-2705,,,MONTANA RESOURCES LLC,600 SHIELDS AVE BUTTE MT 59701 2705,exact normalized owner-name match to confirmed registry; broad keyword in OwnerName: MONTANA RESOURCES; exact normalized address shared with a confirmed entity,confirmed
0111981729909MIN2,2026,862537,0001924200,Industrial Property,Silver Bow,MONTANA RESOURCES LLC,358.92,600 SHIELDS AVE,,,BUTTE,MT,59701-2705,,KYLE CARTER,MONTANA RESOURCES LLC,600 SHIELDS AVE BUTTE MT 59701 2705,exact normalized owner-name match to confirmed registry; broad keyword in OwnerName: MONTANA RESOURCES; exact normalized address shared with a confirmed entity,confirmed
0111980729909MINE,2026,871613,0000046800,Industrial Property,Silver Bow,MONTANA RESOURCES LLC,355.986,600 SHIELDS AVE,,,BUTTE,MT,59701-2705,,,MONTANA RESOURCES LLC,600 SHIELDS AVE BUTTE MT 59701 2705,exact normalized owner-name match to confirmed registry; broad keyword in OwnerName: MONTANA RESOURCES; exact normalized address shared with a confirmed entity,confirmed
0111980929909MINE,2026,851554,0000076100,Industrial Property,Silver Bow,MONTANA RESOURCES LLC,346.83,600 SHIELDS AVE,,,BUTTE,MT,59701-2705,,,MONTANA RESOURCES LLC,600 SHIELDS AVE BUTTE MT 59701 2705,exact normalized owner-name match to confirmed registry; broad keyword in OwnerName: MONTANA RESOURCES; exact normalized address shared with a confirmed entity,confirmed
0112902929909MINE,2026,853610,0000093700,Mining Claim,Silver Bow,MONTANA RESOURCES LLC,298.464,600 SHIELDS AVE,,,BUTTE,MT,59701-2705,,,MONTANA RESOURCES LLC,600 SHIELDS AVE BUTTE MT 59701 2705,exact normalized owner-name match to confirmed registry; broad keyword in OwnerName: MONTANA RESOURCES; exact normalized address shared with a confirmed entity,confirmed
0111981829909MINE,2026,851638,0000076600,Industrial Property,Silver Bow,MONTANA RESOURCES LLC,240.553,600 SHIELDS AVE,,,BUTTE,MT,59701-2705,,,MONTANA RESOURCES LLC,600 SHIELDS AVE BUTTE MT 59701 2705,exact normalized owner-name match to confirmed registry; broad keyword in OwnerName: MONTANA RESOURCES; exact normalized address shared with a confirmed entity,confirmed
01129028401020000,2026,867038,0000293010,Vacant Land,Silver Bow,MONTANA RESOURCES LLC,206.9,600 SHIELDS AVE,,,BUTTE,MT,59701-2705,,,MONTANA RESOURCES LLC,600 SHIELDS AVE BUTTE MT 59701 2705,exact normalized owner-name match to confirmed registry; broad keyword in OwnerName: MONTANA RESOURCES; exact normalized address shared with a confirmed entity,confirmed
0111980429909MINE,2026,871535,0000046500,Mining Claim,Silver Bow,MONTANA RESOURCES LLC,193.035,600 SHIELDS AVE,,,BUTTE,MT,59701-2705,,,MONTANA RESOURCES LLC,600 SHIELDS AVE BUTTE MT 59701 2705,exact normalized owner-name match to confirmed registry; broad keyword in OwnerName: MONTANA RESOURCES; exact normalized address shared with a confirmed entity,confirmed
0111981529909MINE,2026,851605,0000076300,Industrial Property,Silver Bow,MONTANA RESOURCES LLC,154.92,600 SHIELDS AVE,,,BUTTE,MT,59701-2705,,,MONTANA RESOURCES LLC,600 SHIELDS AVE BUTTE MT 59701 2705,exact normalized owner-name match to confirmed registry; broad keyword in OwnerName: MONTANA RESOURCES; exact normalized address shared with a confirmed entity,confirmed
0112902929908MINE,2026,866948,0000285910,Mining Claim,Silver Bow,MONTANA RESOURCES LLC,151.63,600 SHIELDS AVE,,,BUTTE,MT,59701-2705,,,MONTANA RESOURCES LLC,600 SHIELDS AVE BUTTE MT 59701 2705,exact normalized owner-name match to confirmed registry; broad keyword in OwnerName: MONTANA RESOURCES; exact normalized address shared with a confirmed entity,confirmed
0112902829909MINE,2026,853603,0000093600,Mining Claim,Silver Bow,MONTANA RESOURCES LLC,144.12,600 SHIELDS AVE,,,BUTTE,MT,59701-2705,,,MONTANA RESOURCES LLC,600 SHIELDS AVE BUTTE MT 59701 2705,exact normalized owner-name match to confirmed registry; broad keyword in OwnerName: MONTANA RESOURCES; exact normalized address shared with a confirmed entity,confirmed
01119806301010000,2026,871602,0000046740,Vacant Land,Silver Bow,MONTANA RESOURCES LLC,134.52,600 SHIELDS AVE,,,BUTTE,MT,59701-2705,,,MONTANA RESOURCES LLC,600 SHIELDS AVE BUTTE MT 59701 2705,exact normalized owner-name match to confirmed registry; broad keyword in OwnerName: MONTANA RESOURCES; exact normalized address shared with a confirmed entity,confirmed
0112903329909MINE,2026,853656,0000094100,Mining Claim,Silver Bow,MONTANA RESOURCES LLC,127.138,600 SHIELDS AVE,,,BUTTE,MT,59701-2705,,,MONTANA RESOURCES LLC,600 SHIELDS AVE BUTTE MT 59701 2705,exact normalized owner-name match to confirmed registry; broad keyword in OwnerName: MONTANA RESOURCES; exact normalized address shared with a confirmed entity,confirmed
0111981729909MINE,2026,851627,0000076500,Industrial Property,Silver Bow,MONTANA RESOURCES LLC,114.61,600 SHIELDS AVE,,,BUTTE,MT,59701-2705,,,MONTANA RESOURCES LLC,600 SHIELDS AVE BUTTE MT 59701 2705,exact normalized owner-name match to confirmed registry; broad keyword in OwnerName: MONTANA RESOURCES; exact normalized address shared with a confirmed entity,confirmed
0112903120101MINE,2026,853592,0000093500,Mining Claim,Silver Bow,MONTANA RESOURCES LLC,80.46,600 SHIELDS AVE,,,BUTTE,MT,59701-2705,,,MONTANA RESOURCES LLC,600 SHIELDS AVE BUTTE MT 59701 2705,exact normalized owner-name match to confirmed registry; broad keyword in OwnerName: MONTANA RESOURCES; exact normalized address shared with a confirmed entity,confirmed
0112903029909MINE,2026,853621,0000093800,Mining Claim,Silver Bow,MONTANA RESOURCES LLC,80.448,600 SHIELDS AVE,,,BUTTE,MT,59701-2705,,,MONTANA RESOURCES LLC,600 SHIELDS AVE BUTTE MT 59701 2705,exact normalized owner-name match to confirmed registry; broad keyword in OwnerName: MONTANA RESOURCES; exact normalized address shared with a confirmed entity,confirmed
01129030401010000,2026,1483770,0000098320,Vacant Land,Silver Bow,MONTANA RESOURCES LLC,52.94,600 SHIELDS AVE,,,BUTTE,MT,59701-2705,,,MONTANA RESOURCES LLC,600 SHIELDS AVE BUTTE MT 59701 2705,exact normalized owner-name match to confirmed registry; broad keyword in OwnerName: MONTANA RESOURCES; exact normalized address shared with a confirmed entity,confirmed
01119821299090000,2026,853798,0000096200,Vacant Land,Silver Bow,MONTANA RESOURCES LLC,50.23,600 SHIELDS AVE,,,BUTTE,MT,59701-2705,,,MONTANA RESOURCES LLC,600 SHIELDS AVE BUTTE MT 59701 2705,exact normalized owner-name match to confirmed registry; broad keyword in OwnerName: MONTANA RESOURCES; exact normalized address shared with a confirmed entity,confirmed
0112893629909MINE,2026,853667,0000094500,Mining Claim,Silver Bow,MONTANA RESOURCES LLC,49.2,600 SHIELDS AVE,,,BUTTE,MT,59701-2705,,,MONTANA RESOURCES LLC,600 SHIELDS AVE BUTTE MT 59701 2705,exact normalized owner-name match to confirmed registry; broad keyword in OwnerName: MONTANA RESOURCES; exact normalized address shared with a confirmed entity,confirmed
01119807310010000,2026,1508350,0000076650,Vacant Land,Silver Bow,MONTANA RESOURCES LLC,43.21,600 SHIELDS AVE,,,BUTTE,MT,59701-2705,,,MONTANA RESOURCES LLC,600 SHIELDS AVE BUTTE MT 59701 2705,exact normalized owner-name match to confirmed registry; broad keyword in OwnerName: MONTANA RESOURCES; exact normalized address shared with a confirmed entity,confirmed
01129028201300000,2026,870012,0000532130,Vacant Land,Silver Bow,MONTANA RESOURCES LLC,40.42,600 SHIELDS AVE,,,BUTTE,MT,59701-2705,,,MONTANA RESOURCES LLC,600 SHIELDS AVE BUTTE MT 59701 2705,exact normalized owner-name match to confirmed registry; broad keyword in OwnerName: MONTANA RESOURCES; exact normalized address shared with a confirmed entity,confirmed
01119806298090000,2026,1525565,0000095200,Vacant Land,Silver Bow,MONTANA RESOURCES LLC,40.41,600 SHIELDS AVE,,,BUTTE,MT,59701-2705,,,MONTANA RESOURCES LLC,600 SHIELDS AVE BUTTE MT 59701 2705,exact normalized owner-name match to confirmed registry; broad keyword in OwnerName: MONTANA RESOURCES; exact normalized address shared with a confirmed entity,confirmed
